Pfam_Architecture	UniProt_ID
Peptidase_C14[106:392]	tr|A0A067MVM2|A0A067MVM2_9AGAM
Peptidase_C14[219:510]	tr|A0A1C7NR17|A0A1C7NR17_9FUNG
Peptidase_C14[133:419]	tr|W4KD25|W4KD25_9AGAM
Peptidase_C14[4:411]	tr|A0A3L6T6L9|A0A3L6T6L9_PANMI
Peptidase_C14[37:324]	tr|A0A550CIS7|A0A550CIS7_9AGAR
Peptidase_C14[111:400]	tr|A0A1S7HGB9|A0A1S7HGB9_9SACH
Peptidase_C14[121:409]	tr|W9PI02|W9PI02_FUSOX
Peptidase_C14[121:409]	tr|A0A2H3HWT4|A0A2H3HWT4_FUSOX
Peptidase_C14[121:409]	tr|A0A2H3T2T4|A0A2H3T2T4_FUSOX
Peptidase_C14[121:409]	tr|A0A2K0WQ37|A0A2K0WQ37_GIBNY
Peptidase_C14[121:409]	tr|A0A366QLK9|A0A366QLK9_GIBMO
Peptidase_C14[121:409]	tr|A0A3L6NZ61|A0A3L6NZ61_FUSOX
Peptidase_C14[121:409]	tr|A0A4Q2V4U6|A0A4Q2V4U6_FUSOX
Peptidase_C14[121:409]	tr|W7M7T8|W7M7T8_GIBM7
Peptidase_C14[121:409]	tr|W9KYE4|W9KYE4_FUSOX
Peptidase_C14[121:409]	tr|X0IMP9|X0IMP9_FUSOX
Peptidase_C14[121:409]	tr|X0LII7|X0LII7_FUSOX
Peptidase_C14[161:454]	tr|A0A1C7NDA6|A0A1C7NDA6_9FUNG
Peptidase_C14[153:442]	tr|A0A507ALT4|A0A507ALT4_9PEZI
Peptidase_C14[124:412]	tr|S0DXV5|S0DXV5_GIBF5
Peptidase_C14[124:412]	tr|A0A0I9Y8H5|A0A0I9Y8H5_GIBFU
zf-LSD1[7:31]-Peptidase_C14[74:351]	tr|A0A2H3YQY9|A0A2H3YQY9_PHODC
Peptidase_C14[124:412]	tr|A0A1L7VFH5|A0A1L7VFH5_FUSPR
Peptidase_C14[124:412]	tr|A0A365N2M4|A0A365N2M4_GIBIN
Peptidase_C14[58:347]	tr|A0A068RWZ9|A0A068RWZ9_9FUNG
Peptidase_C14[145:432]	tr|G9MQK5|G9MQK5_HYPVG
Peptidase_C14[130:418]	tr|A0A1L7SQH5|A0A1L7SQH5_FUSMA
Peptidase_C14[3:423]	tr|A0A2R6W640|A0A2R6W640_MARPO
Peptidase_C14[153:440]	tr|A0A317UQ43|A0A317UQ43_ASPEC
Peptidase_C14[127:414]	tr|A0A4Z0Y2Z6|A0A4Z0Y2Z6_9PEZI
Peptidase_C14[136:424]	tr|X0CTB5|X0CTB5_FUSOX
Peptidase_C14[61:352]	tr|A0A2G4T2M0|A0A2G4T2M0_RHIZD
Peptidase_C14[113:401]	tr|A0A1Y2FKD1|A0A1Y2FKD1_PROLT
Peptidase_C14[128:415]	tr|A0A1V1TAP4|A0A1V1TAP4_9FUNG
Peptidase_C14[127:414]	tr|A0A439DDQ4|A0A439DDQ4_9PEZI
Peptidase_C14[274:559]	tr|A0A5E8BYQ4|A0A5E8BYQ4_9ASCO
Peptidase_C14[130:416]	tr|A0A1X6MS32|A0A1X6MS32_9APHY
Peptidase_C14[142:430]	tr|B8LUK6|B8LUK6_TALSN
Peptidase_C14[58:347]	tr|A0A068RVE9|A0A068RVE9_9FUNG
Peptidase_C14[111:400]	tr|A0A1S7HZE4|A0A1S7HZE4_9SACH
Peptidase_C14[168:457]	tr|A0A1E3HVB8|A0A1E3HVB8_9TREE
Peptidase_C14[168:457]	tr|A0A1E3K4B6|A0A1E3K4B6_9TREE
Peptidase_C14[213:501]	tr|A0A5C3MGX3|A0A5C3MGX3_9AGAR
Peptidase_C14[106:396]	tr|G8BMR7|G8BMR7_TETPH
Peptidase_C14[10:319]	tr|A0A565CI16|A0A565CI16_9BRAS
Peptidase_C14[116:403]	tr|A0A1L9NMJ8|A0A1L9NMJ8_ASPTC
Peptidase_C14[116:403]	tr|A0A318YBE6|A0A318YBE6_ASPNB
Peptidase_C14[155:443]	tr|A0A5Q0I5I7|A0A5Q0I5I7_CLALS
Peptidase_C14[155:443]	tr|C4Y3R3|C4Y3R3_CLAL4
Peptidase_C14[140:427]	tr|A0A4S4LTE5|A0A4S4LTE5_9AGAM
Peptidase_C14[121:407]	tr|A0A1E3QT45|A0A1E3QT45_9ASCO
Peptidase_C14[27:312]	tr|A0A2T0FM10|A0A2T0FM10_9ASCO
Peptidase_C14[185:473]	tr|A0A2L2TTX2|A0A2L2TTX2_9HYPO
Peptidase_C14[3:423]	tr|A0A176VDT2|A0A176VDT2_MARPO
Peptidase_C14[33:322]	tr|A0A167MCL8|A0A167MCL8_CALVF
Peptidase_C14[128:415]	tr|A0A3E2GS91|A0A3E2GS91_SCYLI
Peptidase_C14[131:418]	tr|A0A167WL06|A0A167WL06_9HYPO
Peptidase_C14[52:340]	tr|A0A150VJ32|A0A150VJ32_9PEZI
Peptidase_C14[168:457]	tr|A0A1E3K796|A0A1E3K796_9TREE
Peptidase_C14[10:307]	tr|A0A1U7ZTN4|A0A1U7ZTN4_NELNU
Peptidase_C14[137:423]	tr|A0A3N2Q7P7|A0A3N2Q7P7_9PEZI
Peptidase_C14[53:337]	tr|A0A146F6A2|A0A146F6A2_9EURO
Peptidase_C14[129:416]	tr|A0A507B248|A0A507B248_9PEZI
Peptidase_C14[108:393]	tr|A0A2P5HP01|A0A2P5HP01_9PEZI
Peptidase_C14[23:311]	tr|A0A074W330|A0A074W330_9PEZI
zf-LSD1[6:30]-Peptidase_C14[88:365]	tr|A0A059DJ51|A0A059DJ51_EUCGR
Peptidase_C14[225:516]	tr|A0A0C9MLQ1|A0A0C9MLQ1_9FUNG
Peptidase_C14[142:429]	tr|A0A0G0A6J2|A0A0G0A6J2_TRIHA
Peptidase_C14[126:414]	tr|A0A1B8ANU4|A0A1B8ANU4_FUSPO
Peptidase_C14[125:413]	tr|A0A0B7JWE4|A0A0B7JWE4_BIOOC
Peptidase_C14[153:440]	tr|A0A1M3TBC0|A0A1M3TBC0_ASPLC
Peptidase_C14[354:640]	tr|Q5KMX7|Q5KMX7_CRYNJ
Peptidase_C14[171:462]	tr|A0A367JX60|A0A367JX60_RHIAZ
Peptidase_C14[32:318]	tr|A0A0G2FII3|A0A0G2FII3_9PEZI
Peptidase_C14[141:427]	tr|A0A1V6QSG2|A0A1V6QSG2_9EURO
zf-LSD1[7:31]-Peptidase_C14[77:354]	tr|A0A3Q7GBA2|A0A3Q7GBA2_SOLLC
Peptidase_C14[111:401]	tr|G3AQ55|G3AQ55_SPAPN
Peptidase_C14[99:389]	tr|A0A077WUB2|A0A077WUB2_9FUNG
Peptidase_C14[179:470]	tr|A0A2G4T712|A0A2G4T712_RHIZD
Peptidase_C14[10:320]	tr|V4L9I0|V4L9I0_EUTSA
Peptidase_C14[118:407]	tr|J7S285|J7S285_KAZNA
zf-LSD1[7:31]-Peptidase_C14[83:360]	tr|B9RA22|B9RA22_RICCO
Peptidase_C14[128:412]	tr|A0A5Q4BWH5|A0A5Q4BWH5_9PEZI
Peptidase_C14[74:364]	tr|A0A162U4X9|A0A162U4X9_PHYB8
Peptidase_C14[129:416]	tr|A0A2T3ARS0|A0A2T3ARS0_AMORE
Peptidase_C14[238:526]	tr|A0A0D2PG47|A0A0D2PG47_9AGAR
zf-LSD1[7:31]-Peptidase_C14[82:363]	tr|A0A067F3G2|A0A067F3G2_CITSI
Peptidase_C14[139:426]	tr|A0A179FNM3|A0A179FNM3_METCM
Peptidase_C14[139:426]	tr|A0A4V2EPZ2|A0A4V2EPZ2_METCM
Peptidase_C14[121:407]	tr|F9FEY2|F9FEY2_FUSOF
Peptidase_C14[106:394]	tr|A0A2T4GMV0|A0A2T4GMV0_FUSCU
Peptidase_C14[10:320]	tr|A0A087G4R5|A0A087G4R5_ARAAL
Peptidase_C14[108:399]	tr|S2IZQ1|S2IZQ1_MUCC1
zf-LSD1[7:31]-Peptidase_C14[72:348]	tr|A0A2I0ACN5|A0A2I0ACN5_9ASPA
Peptidase_C14[134:420]	tr|A0A395GTA5|A0A395GTA5_9EURO
Peptidase_C14[150:438]	tr|A0A1Y2G2L0|A0A1Y2G2L0_9BASI
Peptidase_C14[67:355]	tr|A0A366S1Y5|A0A366S1Y5_9HYPO
Peptidase_C14[225:513]	tr|A0A2H3A5D4|A0A2H3A5D4_9HYPO
Peptidase_C14[226:514]	tr|A0A024S595|A0A024S595_HYPJR
Peptidase_C14[135:422]	tr|A0A423WTX4|A0A423WTX4_9PEZI
Peptidase_C14[147:435]	tr|A0A093VFV6|A0A093VFV6_TALMA
Peptidase_C14[147:435]	tr|A0A5Q0P8G4|A0A5Q0P8G4_TALMA
Peptidase_C14[147:435]	tr|B6Q817|B6Q817_TALMQ
Peptidase_C14[46:331]	tr|A0A4Q4TQU8|A0A4Q4TQU8_9PEZI
Peptidase_C14[144:432]	tr|A0A0F7TEM4|A0A0F7TEM4_PENBI
Peptidase_C14[139:426]	tr|A0A2H3D0H1|A0A2H3D0H1_ARMGA
Peptidase_C14[170:461]	tr|A0A367JZ67|A0A367JZ67_RHIAZ
Peptidase_C14[145:433]	tr|A0A0F7TH96|A0A0F7TH96_PENBI
Peptidase_C14[124:412]	tr|A0A1C3YK56|A0A1C3YK56_GIBZE
Peptidase_C14[124:412]	tr|A0A2H3FZJ7|A0A2H3FZJ7_GIBZA
Peptidase_C14[126:410]	tr|K3V0G4|K3V0G4_FUSPC
Peptidase_C14[141:427]	tr|A0A1V6NQV4|A0A1V6NQV4_9EURO
Peptidase_C14[158:446]	tr|C4JJZ7|C4JJZ7_UNCRE
Peptidase_C14[141:427]	tr|A0A101MH21|A0A101MH21_9EURO
Peptidase_C14[458:745]	tr|A0A151GUH4|A0A151GUH4_9HYPO
Peptidase_C14[111:398]	tr|A0A5N5WU12|A0A5N5WU12_9EURO
Peptidase_C14[31:315]	tr|G0RPP5|G0RPP5_HYPJQ
Peptidase_C14[116:400]	tr|G7XSW5|G7XSW5_ASPKW
Peptidase_C14[108:392]	tr|A0A5N6TPB0|A0A5N6TPB0_9EURO
Peptidase_C14[156:441]	tr|R7YTJ8|R7YTJ8_CONA1
Peptidase_C14[106:393]	tr|A0A5N6EEB4|A0A5N6EEB4_9EURO
Peptidase_C14[106:393]	tr|A0A5N6DX39|A0A5N6DX39_ASPPA
Peptidase_C14[135:420]	tr|A0A136IXG3|A0A136IXG3_9PEZI
Peptidase_C14[140:426]	tr|A0A0G4PMB5|A0A0G4PMB5_PENCA
Peptidase_C14[140:426]	tr|X2C1T2|X2C1T2_9EURO
Peptidase_C14[140:426]	tr|X2C260|X2C260_9EURO
Peptidase_C14[140:426]	tr|X2C264|X2C264_PENCA
Peptidase_C14[137:423]	tr|A0A1V6V6Y0|A0A1V6V6Y0_9EURO
Peptidase_C14[132:421]	tr|A0A1G4J070|A0A1G4J070_9SACH
Peptidase_C14[143:431]	tr|A0A364KKW5|A0A364KKW5_9EURO
Peptidase_C14[216:507]	tr|I1CGG7|I1CGG7_RHIO9
Peptidase_C14[109:396]	sp|A3LSY7|MCA1_PICST
Peptidase_C14[135:419]	tr|A0A4S2MUI0|A0A4S2MUI0_9PEZI
Peptidase_C14[80:479]	tr|A0A6G1EFB4|A0A6G1EFB4_9ORYZ
Peptidase_C14[124:408]	tr|A0A5J5EMY0|A0A5J5EMY0_9PEZI
Peptidase_C14[109:392]	tr|A0A2Z6QS21|A0A2Z6QS21_9GLOM
Peptidase_C14[121:409]	tr|A0A0J9V412|A0A0J9V412_FUSO4
Peptidase_C14[121:409]	tr|A0A559LQI6|A0A559LQI6_FUSOX
Peptidase_C14[121:409]	tr|W9JA07|W9JA07_FUSOX
Peptidase_C14[121:409]	tr|X0AW83|X0AW83_FUSOX
Peptidase_C14[121:409]	tr|X0JYM2|X0JYM2_FUSOX
Peptidase_C14[162:452]	tr|A0A0D0Z2G2|A0A0D0Z2G2_9TREE
Peptidase_C14[136:423]	tr|A0A084Q9F6|A0A084Q9F6_STAC4
Peptidase_C14[27:314]	tr|A0A0D7BS83|A0A0D7BS83_9AGAR
Peptidase_C14[46:330]	tr|A0A3N4JST4|A0A3N4JST4_9PEZI
Peptidase_C14[140:427]	tr|A0A084ARQ2|A0A084ARQ2_STACB
Peptidase_C14[140:427]	tr|A0A084R9J0|A0A084R9J0_STACH
Peptidase_C14[174:462]	tr|A0A0P7AEU7|A0A0P7AEU7_9HYPO
Peptidase_C14[115:406]	tr|A0A168MPF5|A0A168MPF5_MUCCL
Peptidase_C14[63:354]	tr|A0A168LA45|A0A168LA45_MUCCL
Peptidase_C14[82:373]-Snf7[395:562]	tr|A0A1X0R741|A0A1X0R741_RHIZD
Peptidase_C14[139:426]	tr|A0A0F0I7F5|A0A0F0I7F5_ASPPU
Peptidase_C14[139:426]	tr|A0A5N6YGD1|A0A5N6YGD1_9EURO
Peptidase_C14[106:394]	tr|A0A420HLF8|A0A420HLF8_9PEZI
Peptidase_C14[111:397]	tr|A0A135L8C4|A0A135L8C4_PENPA
Peptidase_C14[121:405]	tr|N4TXG0|N4TXG0_FUSC1
zf-LSD1[7:31]-Peptidase_C14[83:360]	tr|A0A167MHN7|A0A167MHN7_HEVBR
zf-LSD1[7:31]-Peptidase_C14[82:363]	tr|V4VD22|V4VD22_9ROSI
Peptidase_C14[24:311]	tr|A0A067MVL9|A0A067MVL9_9AGAM
Peptidase_C14[140:426]	tr|W6QGQ2|W6QGQ2_PENRF
Peptidase_C14[140:426]	tr|X2C1E9|X2C1E9_PENRO
Peptidase_C14[130:426]	tr|M3K511|M3K511_CANMX
Peptidase_C14[139:426]	tr|A0A5N6IZ47|A0A5N6IZ47_9EURO
Peptidase_C14[196:484]	tr|A0A098DWV0|A0A098DWV0_GIBZE
Peptidase_C14[136:423]	tr|A0A1W2TND2|A0A1W2TND2_ROSNE
Peptidase_C14[113:399]	tr|A0A0F4ZAF0|A0A0F4ZAF0_9PEZI
Peptidase_C14[152:436]	tr|A0A1L9UGI2|A0A1L9UGI2_ASPBC
zf-LSD1[7:31]-Peptidase_C14[85:363]	tr|A0A2Z7B9I9|A0A2Z7B9I9_9LAMI
Peptidase_C14[142:426]	tr|B8LUK7|B8LUK7_TALSN
Peptidase_C14[100:390]	tr|A0A1C7NMB5|A0A1C7NMB5_9FUNG
Peptidase_C14[10:321]	sp|Q9FYE1|MCA9_ARATH
Peptidase_C14[10:321]	tr|A0A178U6S6|A0A178U6S6_ARATH
Peptidase_C14[106:393]	tr|B8NNG3|B8NNG3_ASPFN
Peptidase_C14[197:484]	tr|G4TQJ6|G4TQJ6_SERID
Peptidase_C14[157:446]	tr|B3LJM7|B3LJM7_YEAS1
Peptidase_C14[161:454]	tr|C5M7Z7|C5M7Z7_CANTT
Peptidase_C14[123:411]	tr|A0A395T1A6|A0A395T1A6_9HYPO
Peptidase_C14[10:319]	tr|A0A397XP11|A0A397XP11_BRACM
Peptidase_C14[88:373]	tr|A0A4Q4XTS3|A0A4Q4XTS3_9PEZI
Peptidase_C14[35:322]	tr|D8Q4B9|D8Q4B9_SCHCM
Peptidase_C14[154:443]	tr|A0A146H235|A0A146H235_9AGAR
Peptidase_C14[144:431]	tr|A0A1F7ZUG1|A0A1F7ZUG1_9EURO
Peptidase_C14[58:342]	tr|A0A319EEG5|A0A319EEG5_ASPSB
Peptidase_C14[101:390]-Rer1[434:601]	tr|A0A068S848|A0A068S848_9FUNG
Peptidase_C14[140:428]	tr|A0A225AWM6|A0A225AWM6_9EURO
Peptidase_C14[138:424]	tr|A0A1F5LYN7|A0A1F5LYN7_9EURO
Peptidase_C14[8:298]-Peptidase_C14[305:390]	tr|J3NB56|J3NB56_ORYBR
Peptidase_C14[210:498]	tr|A0A137QBX4|A0A137QBX4_9AGAR
Peptidase_C14[121:405]	tr|W9PSE7|W9PSE7_FUSOX
Peptidase_C14[121:405]	tr|X0HR70|X0HR70_FUSOX
Peptidase_C14[121:405]	tr|X0MZ82|X0MZ82_FUSOX
Peptidase_C14[121:405]	tr|W9KTH3|W9KTH3_FUSOX
Peptidase_C14[131:416]	tr|A0A4Q4TV98|A0A4Q4TV98_9PEZI
Peptidase_C14[136:425]	sp|A6ZP43|MCA1_YEAS7
Peptidase_C14[136:425]	sp|Q08601|MCA1_YEAST
Peptidase_C14[136:425]	tr|A0A0L8VHF1|A0A0L8VHF1_9SACH
Peptidase_C14[136:425]	tr|A0A6A5Q7P7|A0A6A5Q7P7_YEASX
Peptidase_C14[136:425]	tr|A0A6C1E0L0|A0A6C1E0L0_SACPS
Peptidase_C14[136:425]	tr|C7GWI2|C7GWI2_YEAS2
Peptidase_C14[136:425]	tr|C8ZGV6|C8ZGV6_YEAS8
Peptidase_C14[136:425]	tr|G2WN72|G2WN72_YEASK
Peptidase_C14[136:425]	tr|N1NVU9|N1NVU9_YEASC
Peptidase_C14[131:418]	tr|R8BTD2|R8BTD2_TOGMI
Peptidase_C14[22:311]	tr|S8DXS7|S8DXS7_FOMPI
Peptidase_C14[132:420]	tr|A0A2A9NX79|A0A2A9NX79_9AGAR
Peptidase_C14[3:362]	tr|A0A6D2KWD1|A0A6D2KWD1_9BRAS
Peptidase_C14[139:426]	tr|A0A2P2HDQ3|A0A2P2HDQ3_ASPFA
Peptidase_C14[139:426]	tr|A0A364M4R2|A0A364M4R2_ASPFL
Peptidase_C14[139:426]	tr|I8THJ6|I8THJ6_ASPO3
Peptidase_C14[129:417]	tr|A0A2K1R1X8|A0A2K1R1X8_9PEZI
Peptidase_C14[139:426]	tr|A0A5N6XJY7|A0A5N6XJY7_9EURO
Peptidase_C14[24:313]	tr|A0A2G4T0M3|A0A2G4T0M3_RHIZD
Peptidase_C14[137:425]	tr|A0A5N5DVH4|A0A5N5DVH4_9PEZI
Peptidase_C14[136:420]	tr|X0D3H2|X0D3H2_FUSOX
Peptidase_C14[138:425]	tr|A0A4Z1NMH7|A0A4Z1NMH7_9PEZI
Peptidase_C14[172:460]	tr|A0A0M9F0C5|A0A0M9F0C5_FUSLA
Peptidase_C14[112:399]	tr|A0A5N6HU38|A0A5N6HU38_9EURO
Peptidase_C14[116:403]	tr|A0A370C9R7|A0A370C9R7_ASPNG
Peptidase_C14[163:449]	tr|A0A317VR44|A0A317VR44_9EURO
Peptidase_C14[88:375]	tr|R1EEX8|R1EEX8_BOTPV
Peptidase_C14[118:411]	tr|G8BJC3|G8BJC3_CANPC
Peptidase_C14[108:394]	tr|K9FF13|K9FF13_PEND1
Peptidase_C14[108:394]	tr|K9G8Q1|K9G8Q1_PEND2
Peptidase_C14[146:432]	tr|A0A0B4GL63|A0A0B4GL63_METBS
Peptidase_C14[73:358]	tr|F0XRJ2|F0XRJ2_GROCL
Peptidase_C14[45:330]	tr|A0A1L9SB03|A0A1L9SB03_9EURO
Peptidase_C14[182:468]	tr|A0A1Y2GCV0|A0A1Y2GCV0_9FUNG
Peptidase_C14[157:446]	tr|B5VS82|B5VS82_YEAS6
Peptidase_C14[336:624]	tr|A0A063BZX6|A0A063BZX6_USTVR
zf-LSD1[7:31]-Peptidase_C14[83:359]	tr|A0A6A1UUN3|A0A6A1UUN3_9ROSI
Peptidase_C14[190:479]	tr|A0A0J1ATT9|A0A0J1ATT9_9TREE
Peptidase_C14[141:427]	tr|X2C1F1|X2C1F1_9EURO
Peptidase_C14[137:425]	tr|A0A2P8A0E0|A0A2P8A0E0_9PEZI
Peptidase_C14[108:392]	tr|A0A5N6YTF3|A0A5N6YTF3_9EURO
Peptidase_C14[3:301]	tr|A0A2H9ZTQ6|A0A2H9ZTQ6_9ASPA
Peptidase_C14[55:345]	tr|A7TKS2|A7TKS2_VANPO
Peptidase_C14[220:511]	tr|S2J1V2|S2J1V2_MUCC1
Peptidase_C14[214:502]	tr|A0A367JL86|A0A367JL86_RHIAZ
Peptidase_C14[37:325]	tr|A0A2T3AC86|A0A2T3AC86_9PEZI
Peptidase_C14[139:425]	tr|A0A1V6TXP9|A0A1V6TXP9_9EURO
Peptidase_C14[159:448]	tr|A0A5M3N0F1|A0A5M3N0F1_CONPW
Peptidase_C14[53:337]	tr|A0A3F3PYJ5|A0A3F3PYJ5_9EURO
Peptidase_C14[158:446]	tr|W9Y7R6|W9Y7R6_9EURO
zf-LSD1[7:31]-Peptidase_C14[89:367]	tr|A0A4S4E215|A0A4S4E215_CAMSI
Peptidase_C14[87:373]	tr|A0A0B4F3L1|A0A0B4F3L1_METAF
Peptidase_C14[87:373]	tr|A0A0B4IG62|A0A0B4IG62_METMF
Peptidase_C14[136:424]	tr|A0A1E3BRA3|A0A1E3BRA3_9EURO
Peptidase_C14[137:424]	tr|A0A2H3B0J1|A0A2H3B0J1_9AGAR
Peptidase_C14[153:440]	tr|A0A3F3RYT8|A0A3F3RYT8_ASPNG
Peptidase_C14[139:424]	tr|A0A5N6VXH4|A0A5N6VXH4_9EURO
Peptidase_C14[139:425]	tr|A0A167X5N9|A0A167X5N9_PENCH
Peptidase_C14[136:425]	tr|H0GNS1|H0GNS1_SACCK
Peptidase_C14[23:311]	tr|A0A074XDG1|A0A074XDG1_AURPU
Peptidase_C14[175:459]	tr|A0A2Z6SCK0|A0A2Z6SCK0_9GLOM
Peptidase_C14[153:440]	tr|A0A0L1IKY9|A0A0L1IKY9_ASPNO
Peptidase_C14[134:422]	tr|S3CRU6|S3CRU6_OPHP1
Peptidase_C14[140:426]	tr|A0A0M8P7D4|A0A0M8P7D4_9EURO
Peptidase_C14[161:449]	tr|A0A317VSG4|A0A317VSG4_9EURO
Peptidase_C14[134:421]	sp|Q7S4N5|MCA1B_NEUCR
Peptidase_C14[131:416]	tr|A0A4Q4VB01|A0A4Q4VB01_9PEZI
Peptidase_C14[144:431]	tr|A0A5N7B0D4|A0A5N7B0D4_9EURO
Peptidase_C14[56:340]	tr|A0A5N7D4M0|A0A5N7D4M0_9EURO
Peptidase_C14[120:406]	tr|A0A0C4EA08|A0A0C4EA08_MAGP6
Peptidase_C14[128:417]	tr|J6EGQ7|J6EGQ7_SACK1
Peptidase_C14[118:402]	tr|M1WE66|M1WE66_CLAP2
Peptidase_C14[148:443]	sp|Q5ANA8|MCA1_CANAL
Peptidase_C14[131:415]	tr|A0A3D8RIF6|A0A3D8RIF6_9HELO
Peptidase_C14[134:419]	tr|A0A4Q4Y6V0|A0A4Q4Y6V0_9PEZI
Peptidase_C14[106:391]	sp|Q2UN81|MCA1A_ASPOR
Peptidase_C14[146:433]	tr|A0A0A1V7P8|A0A0A1V7P8_9HYPO
Peptidase_C14[202:490]	tr|A0A0C2YZS6|A0A0C2YZS6_HEBCY
Peptidase_C14[23:311]	tr|A0A074X5X6|A0A074X5X6_9PEZI
Peptidase_C14[122:411]	tr|G8ZMP1|G8ZMP1_TORDC
zf-LSD1[7:31]-Peptidase_C14[85:362]	tr|A0A2R6RWK0|A0A2R6RWK0_ACTCC
zf-LSD1[7:31]-Peptidase_C14[75:352]	tr|A0A1S4CJB5|A0A1S4CJB5_TOBAC
zf-LSD1[7:31]-Peptidase_C14[80:358]	tr|A0A1U7XQ17|A0A1U7XQ17_NICSY
Peptidase_C14[92:379]	tr|A0A4Q9N3F5|A0A4Q9N3F5_9APHY
Peptidase_C14[180:468]	tr|M2R3M5|M2R3M5_CERS8
Peptidase_C14[180:470]	tr|A0A077W9X3|A0A077W9X3_9FUNG
Peptidase_C14[137:424]	tr|K2R808|K2R808_MACPH
Peptidase_C14[146:432]	tr|A0A1V6Q5G4|A0A1V6Q5G4_9EURO
Peptidase_C14[121:405]	tr|A0A1D1XHC1|A0A1D1XHC1_9ARAE
Peptidase_C14[129:417]	tr|K1XJX8|K1XJX8_MARBU
Peptidase_C14[210:497]	tr|A0A2S7PJU0|A0A2S7PJU0_9HELO
Peptidase_C14[160:447]	tr|A0A162M2H8|A0A162M2H8_METRR
Peptidase_C14[161:448]	tr|A0A5C6GK12|A0A5C6GK12_9HYPO
Peptidase_C14[124:413]	tr|H0H1B3|H0H1B3_SACCK
Peptidase_C14[111:398]	sp|Q8J140|MCA1_EMENI
zf-LSD1[7:31]-Peptidase_C14[80:358]	tr|A0A1J6JDU0|A0A1J6JDU0_NICAT
Peptidase_C14[85:372]	tr|G3B0D7|G3B0D7_CANTC
Peptidase_C14[116:400]	sp|A2RB75|MCA1A_ASPNC
Peptidase_C14[49:339]	tr|A0A077X1T2|A0A077X1T2_9FUNG
Peptidase_C14[119:405]	tr|A0A1V6XXB0|A0A1V6XXB0_PENNA
Peptidase_C14[154:442]	tr|F2S7Z9|F2S7Z9_TRIT1
Peptidase_C14[143:429]	tr|A0A0D9PH84|A0A0D9PH84_METAN
Peptidase_C14[128:415]	tr|A0A1F7ZR46|A0A1F7ZR46_9EURO
Peptidase_C14[145:428]	tr|A0A1S9RGW0|A0A1S9RGW0_PENBI
Peptidase_C14[35:319]	tr|A0A2T4C5F0|A0A2T4C5F0_TRILO
Peptidase_C14[35:319]	tr|A0A3N4KXL4|A0A3N4KXL4_9PEZI
Peptidase_C14[121:405]	tr|N1RWT0|N1RWT0_FUSC4
Peptidase_C14[118:403]	tr|A0A395MKL9|A0A395MKL9_9HYPO
Peptidase_C14[146:432]	tr|A0A0B4HJM8|A0A0B4HJM8_METGA
Peptidase_C14[146:432]	tr|E9EWX0|E9EWX0_METRA
Peptidase_C14[164:452]	tr|F2Q390|F2Q390_TRIEC
Peptidase_C14[121:405]	tr|A0A0D2XVV6|A0A0D2XVV6_FUSO4
Peptidase_C14[161:451]	tr|A0A0D0YGP7|A0A0D0YGP7_9TREE
Peptidase_C14[161:451]	tr|E6R4Z4|E6R4Z4_CRYGW
Peptidase_C14[135:423]	tr|A0A074Y6P4|A0A074Y6P4_AURSE
Peptidase_C14[170:457]	tr|A0A109UY06|A0A109UY06_9SACH
Peptidase_C14[296:584]	tr|A0A3D8R1S7|A0A3D8R1S7_9HELO
Peptidase_C14[109:395]	tr|A0A1D2VN41|A0A1D2VN41_9ASCO
Peptidase_C14[89:380]-Snf7[402:569]	tr|A0A367JK89|A0A367JK89_RHIAZ
Peptidase_C14[171:461]	tr|A0A0D0UN80|A0A0D0UN80_CRYGA
Peptidase_C14[10:321]	tr|A0A654FYC3|A0A654FYC3_ARATH
Peptidase_C14[10:319]	tr|M4CZ30|M4CZ30_BRARP
Peptidase_C14[108:389]	tr|A0A1R1PPB2|A0A1R1PPB2_ZANCU
Peptidase_C14[130:418]	tr|A0A6A6G3E9|A0A6A6G3E9_9PEZI
Peptidase_C14[107:395]	tr|A0A0F8B599|A0A0F8B599_CERFI
Peptidase_C14[134:422]	tr|A0A423WYP0|A0A423WYP0_9PEZI
Peptidase_C14[165:453]	tr|A0A1E3IYX5|A0A1E3IYX5_9TREE
Peptidase_C14[130:418]	tr|S9VZD5|S9VZD5_SCHCR
Peptidase_C14[135:422]	tr|A0A2A9PR98|A0A2A9PR98_9HYPO
Peptidase_C14[132:420]	tr|S7ZAU6|S7ZAU6_PENO1
zf-LSD1[7:31]-Peptidase_C14[79:355]	tr|A0A061FZR1|A0A061FZR1_THECC
Peptidase_C14[53:337]	tr|A0A0B0DH29|A0A0B0DH29_NEUCS
Peptidase_C14[143:431]	tr|A0A2H3ITN2|A0A2H3ITN2_9EURO
Peptidase_C14[161:445]	tr|B6H975|B6H975_PENRW
Peptidase_C14[29:312]	tr|A0A137PAY3|A0A137PAY3_CONC2
Peptidase_C14[138:422]	tr|A0A178AQI3|A0A178AQI3_9PLEO
Peptidase_C14[108:397]	tr|A0A0L8RB86|A0A0L8RB86_SACEU
Peptidase_C14[108:397]	tr|A0A6C1E836|A0A6C1E836_SACPS
Peptidase_C14[62:350]	tr|K5W3A1|K5W3A1_PHACS
Peptidase_C14[105:391]	tr|A0A428TXV2|A0A428TXV2_9HYPO
